order_id,supplier_id,distance_km,transport_mode,order_quantity,warehouse_load,season,delay_history,lead_time_days,Warehouse Load %,Delay %,Warehouse Status,Delay Risk,Lead Time Category,Distance Category
48800,S10,709,Train,4658,0.35,Monsoon,0.16,20,35,16,Normal,Low Risk,Medium,Short Distance
48801,S40,1830,Truck,971,0.42,Normal,0.08,42,42,8,Normal,Low Risk,Long,Long Distance
48802,S28,1024,Train,4023,0.99,Monsoon,0.46,31,99,46,Critical,High Risk,Long,Medium Distance
48803,S30,796,Train,2775,0.38,Monsoon,0.09,18,38,9,Normal,Low Risk,Medium,Medium Distance
48804,S43,1453,Truck,2086,0.41,Monsoon,0.53,40,41,53,Normal,High Risk,Long,Medium Distance
48805,S36,1503,Truck,990,0.45,Peak,0.09,38,45,9,Normal,Low Risk,Long,Long Distance
48806,S9,561,Ship,1960,0.37,Normal,0.32,14,37,32,Normal,Medium Risk,Short,Short Distance
48807,S10,1086,Truck,2582,0.67,Monsoon,0.31,32,67,31,High,Medium Risk,Long,Medium Distance
48808,S1,985,Truck,3256,0.49,Peak,0.27,30,49,27,Normal,Medium Risk,Long,Medium Distance
48809,S16,1191,Truck,1392,0.28,Normal,0.21,30,28,21,Normal,Low Risk,Long,Medium Distance
48810,S34,580,Truck,1203,0.7,Monsoon,0.54,24,70,54,High,High Risk,Medium,Short Distance
48811,S25,665,Air,873,0.37,Monsoon,0.34,44,37,34,Normal,Medium Risk,Long,Short Distance
48812,S36,1700,Train,1827,0.77,Monsoon,0.09,35,77,9,High,Low Risk,Long,Long Distance
48813,S8,1514,Ship,1768,0.32,Monsoon,0.56,27,32,56,Normal,High Risk,Medium,Long Distance
48814,S44,861,Air,1839,0.46,Normal,0.5,51,46,50,Normal,High Risk,Long,Medium Distance
48815,S23,1795,Train,1577,0.28,Peak,0.51,38,28,51,Normal,High Risk,Long,Long Distance
48816,S12,708,Truck,4615,0.53,Monsoon,0.53,26,53,53,Normal,High Risk,Medium,Short Distance
48817,S28,1280,Ship,3236,0.61,Normal,0.11,18,61,11,High,Low Risk,Medium,Medium Distance
48818,S10,883,Air,3466,0.82,Peak,0.43,57,82,43,Critical,Medium Risk,Long,Medium Distance
48819,S2,794,Train,356,1,Peak,0.45,25,100,45,Critical,High Risk,Medium,Medium Distance
48820,S18,873,Truck,2841,0.82,Normal,0.22,26,82,22,Critical,Low Risk,Medium,Medium Distance
48821,S5,1636,Ship,911,0.89,Monsoon,0.29,28,89,29,Critical,Medium Risk,Medium,Long Distance
48822,S20,195,Truck,1638,0.41,Monsoon,0.58,17,41,58,Normal,High Risk,Medium,Short Distance
48823,S12,922,Truck,3431,0.7,Monsoon,0.47,32,70,47,High,High Risk,Long,Medium Distance
48824,S15,600,Truck,2516,0.94,Normal,0.56,23,94,56,Critical,High Risk,Medium,Short Distance
48825,S46,392,Train,1583,0.3,Peak,0.42,17,30,42,Normal,Medium Risk,Medium,Short Distance
48826,S5,1306,Train,4876,0.31,Normal,0.52,30,31,52,Normal,High Risk,Long,Medium Distance
48827,S24,1058,Truck,447,0.83,Monsoon,0.6,37,83,60,Critical,High Risk,Long,Medium Distance
48828,S4,1024,Truck,3476,0.9,Peak,0.17,32,90,17,Critical,Low Risk,Long,Medium Distance
48829,S33,875,Air,2564,0.6,Monsoon,0.5,59,60,50,High,High Risk,Long,Medium Distance
48830,S16,836,Air,359,0.75,Peak,0.23,53,75,23,High,Low Risk,Long,Medium Distance
48831,S5,457,Ship,2115,0.32,Normal,0.2,10,32,20,Normal,Low Risk,Short,Short Distance
48832,S2,1453,Train,648,0.67,Peak,0.04,29,67,4,High,Low Risk,Medium,Medium Distance
48833,S47,431,Truck,2460,0.74,Monsoon,0.49,25,74,49,High,High Risk,Medium,Short Distance
48834,S38,504,Ship,1924,0.61,Normal,0.56,13,61,56,High,High Risk,Short,Short Distance
48835,S11,847,Train,873,0.2,Monsoon,0.01,18,20,1,Normal,Low Risk,Medium,Medium Distance
48836,S5,1928,Air,1085,0.29,Peak,0.36,106,29,36,Normal,Medium Risk,Very Long,Long Distance
48837,S31,1300,Air,2197,0.42,Peak,0.33,75,42,33,Normal,Medium Risk,Very Long,Medium Distance
48838,S26,1834,Air,693,0.11,Normal,0.4,99,11,40,Normal,Medium Risk,Very Long,Long Distance
48839,S49,912,Air,4414,0.36,Monsoon,0.32,55,36,32,Normal,Medium Risk,Long,Medium Distance
48840,S35,1516,Truck,3243,0.11,Peak,0.08,36,11,8,Normal,Low Risk,Long,Long Distance
48841,S49,270,Train,3990,0.95,Peak,0.26,15,95,26,Critical,Medium Risk,Medium,Short Distance
48842,S33,869,Ship,2665,0.5,Monsoon,0.58,22,50,58,Normal,High Risk,Medium,Medium Distance
48843,S31,150,Air,1131,0.78,Monsoon,0.19,19,78,19,High,Low Risk,Medium,Short Distance
48844,S10,207,Ship,4981,0.6,Normal,0.01,7,60,1,High,Low Risk,Short,Short Distance
48845,S27,986,Train,4398,1,Monsoon,0.19,28,100,19,Critical,Low Risk,Medium,Medium Distance
48846,S43,1541,Air,2031,0.39,Normal,0.29,84,39,29,Normal,Medium Risk,Very Long,Long Distance
48847,S20,139,Truck,3190,0.96,Monsoon,0.19,14,96,19,Critical,Low Risk,Short,Short Distance
48848,S50,1610,Truck,2061,0.69,Normal,0.57,42,69,57,High,High Risk,Long,Long Distance
48849,S23,198,Air,2435,1,Peak,0.14,19,100,14,Critical,Low Risk,Medium,Short Distance
48850,S40,1842,Train,4583,0.75,Peak,0.32,37,75,32,High,Medium Risk,Long,Long Distance
48851,S19,896,Air,2301,0.52,Normal,0.14,52,52,14,Normal,Low Risk,Long,Medium Distance
48852,S46,356,Truck,2246,0.77,Peak,0.56,19,77,56,High,High Risk,Medium,Short Distance
48853,S49,636,Truck,2596,0.11,Peak,0.16,20,11,16,Normal,Low Risk,Medium,Short Distance
48854,S3,573,Train,538,0.31,Monsoon,0.34,18,31,34,Normal,Medium Risk,Medium,Short Distance
48855,S16,955,Ship,1464,0.65,Monsoon,0.28,22,65,28,High,Medium Risk,Medium,Medium Distance
48856,S38,538,Ship,3204,0.61,Peak,0.35,17,61,35,High,Medium Risk,Medium,Short Distance
48857,S29,1379,Ship,1795,0.38,Monsoon,0.43,25,38,43,Normal,Medium Risk,Medium,Medium Distance
48858,S11,35,Truck,2216,0.11,Normal,0.45,7,11,45,Normal,High Risk,Short,Short Distance
48859,S14,162,Train,117,0.29,Monsoon,0.39,13,29,39,Normal,Medium Risk,Short,Short Distance
48860,S40,783,Truck,732,0.32,Monsoon,0.02,22,32,2,Normal,Low Risk,Medium,Medium Distance
48861,S32,575,Air,552,0.73,Peak,0.13,39,73,13,High,Low Risk,Long,Short Distance
48862,S10,1738,Train,3137,0.12,Monsoon,0.59,36,12,59,Normal,High Risk,Long,Long Distance
48863,S12,416,Train,4772,0.8,Peak,0.2,16,80,20,Critical,Low Risk,Medium,Short Distance
48864,S42,736,Truck,4879,0.34,Normal,0.17,20,34,17,Normal,Low Risk,Medium,Short Distance
48865,S5,1961,Ship,1825,0.1,Normal,0.57,28,10,57,Normal,High Risk,Medium,Long Distance
48866,S15,68,Train,4960,0.26,Normal,0.58,9,26,58,Normal,High Risk,Short,Short Distance
48867,S33,674,Truck,3476,0.49,Monsoon,0.09,21,49,9,Normal,Low Risk,Medium,Short Distance
48868,S45,1893,Train,1121,0.68,Monsoon,0.24,38,68,24,High,Low Risk,Long,Long Distance
48869,S18,447,Ship,3338,0.98,Normal,0.2,11,98,20,Critical,Low Risk,Short,Short Distance
48870,S12,544,Truck,1448,0.25,Peak,0.22,18,25,22,Normal,Low Risk,Medium,Short Distance
48871,S36,28,Train,1000,0.26,Peak,0.45,11,26,45,Normal,High Risk,Short,Short Distance
48872,S16,298,Ship,4533,0.54,Peak,0.31,14,54,31,Normal,Medium Risk,Short,Short Distance
48873,S6,1041,Train,391,0.8,Normal,0.33,24,80,33,Critical,Medium Risk,Medium,Medium Distance
48874,S16,671,Ship,2735,0.17,Peak,0.55,17,17,55,Normal,High Risk,Medium,Short Distance
48875,S12,1666,Train,1027,0.56,Monsoon,0.35,37,56,35,Normal,Medium Risk,Long,Long Distance
48876,S46,1019,Train,1299,0.89,Peak,0.04,27,89,4,Critical,Low Risk,Medium,Medium Distance
48877,S8,283,Train,505,0.59,Monsoon,0.22,15,59,22,Normal,Low Risk,Medium,Short Distance
48878,S30,766,Ship,2367,0.2,Normal,0.24,12,20,24,Normal,Low Risk,Short,Medium Distance
48879,S41,1021,Truck,2980,0.69,Peak,0.28,32,69,28,High,Medium Risk,Long,Medium Distance
48880,S42,1089,Train,616,0.48,Peak,0,22,48,0,Normal,Low Risk,Medium,Medium Distance
48881,S50,1425,Air,4973,0.52,Peak,0.59,85,52,59,Normal,High Risk,Very Long,Medium Distance
48882,S5,787,Truck,3001,0.51,Peak,0.58,28,51,58,Normal,High Risk,Medium,Medium Distance
48883,S11,769,Train,3187,0.64,Monsoon,0.58,26,64,58,High,High Risk,Medium,Medium Distance
48884,S19,563,Train,2225,0.97,Peak,0.19,20,97,19,Critical,Low Risk,Medium,Short Distance
48885,S36,1858,Train,3138,0.59,Monsoon,0.39,39,59,39,Normal,Medium Risk,Long,Long Distance
48886,S20,1593,Air,125,0.79,Peak,0.28,91,79,28,High,Medium Risk,Very Long,Long Distance
48887,S37,485,Ship,4966,0.48,Peak,0.58,17,48,58,Normal,High Risk,Medium,Short Distance
48888,S2,1400,Ship,2441,0.57,Monsoon,0.07,24,57,7,Normal,Low Risk,Medium,Medium Distance
48889,S50,1689,Truck,391,0.31,Peak,0.52,44,31,52,Normal,High Risk,Long,Long Distance
48890,S16,262,Train,1976,0.54,Monsoon,0.25,14,54,25,Normal,Medium Risk,Short,Short Distance
48891,S3,1270,Ship,888,0.32,Monsoon,0.37,22,32,37,Normal,Medium Risk,Medium,Medium Distance
48892,S8,343,Air,1478,0.11,Peak,0.23,24,11,23,Normal,Low Risk,Medium,Short Distance
48893,S10,111,Air,3564,0.16,Normal,0.13,9,16,13,Normal,Low Risk,Short,Short Distance
48894,S4,66,Truck,832,0.86,Monsoon,0.21,12,86,21,Critical,Low Risk,Short,Short Distance
48895,S30,1382,Truck,444,0.41,Peak,0.23,35,41,23,Normal,Low Risk,Long,Medium Distance
48896,S30,1990,Train,201,0.44,Normal,0.31,38,44,31,Normal,Medium Risk,Long,Long Distance
48897,S46,1691,Truck,1674,0.17,Peak,0.31,41,17,31,Normal,Medium Risk,Long,Long Distance
48898,S42,1172,Truck,3556,0.79,Normal,0.51,36,79,51,High,High Risk,Long,Medium Distance
48899,S50,310,Truck,3648,0.95,Normal,0.23,16,95,23,Critical,Low Risk,Medium,Short Distance
48900,S28,1868,Ship,3416,0.6,Monsoon,0.02,25,60,2,High,Low Risk,Medium,Long Distance
48901,S32,473,Train,2899,0.57,Peak,0.38,18,57,38,Normal,Medium Risk,Medium,Short Distance
48902,S50,1905,Air,3892,0.86,Monsoon,0.34,107,86,34,Critical,Medium Risk,Very Long,Long Distance
48903,S43,1034,Ship,4805,0.16,Normal,0.54,19,16,54,Normal,High Risk,Medium,Medium Distance
48904,S23,727,Truck,1530,0.41,Monsoon,0.47,25,41,47,Normal,High Risk,Medium,Short Distance
48905,S2,1005,Truck,3469,0.65,Normal,0.09,26,65,9,High,Low Risk,Medium,Medium Distance
48906,S30,1774,Truck,394,0.2,Normal,0.29,41,20,29,Normal,Medium Risk,Long,Long Distance
48907,S50,87,Truck,4113,0.1,Peak,0.52,11,10,52,Normal,High Risk,Short,Short Distance
48908,S11,1617,Train,1791,0.84,Peak,0.55,37,84,55,Critical,High Risk,Long,Long Distance
48909,S48,1260,Train,3412,0.42,Monsoon,0.33,31,42,33,Normal,Medium Risk,Long,Medium Distance
48910,S39,679,Air,785,0.68,Peak,0.31,45,68,31,High,Medium Risk,Long,Short Distance
48911,S31,1148,Train,2222,0.68,Normal,0.47,27,68,47,High,High Risk,Medium,Medium Distance
48912,S11,1152,Ship,545,0.47,Monsoon,0.53,25,47,53,Normal,High Risk,Medium,Medium Distance
48913,S44,1463,Air,2107,0.41,Normal,0.53,82,41,53,Normal,High Risk,Very Long,Medium Distance
48914,S34,784,Truck,608,0.84,Monsoon,0.38,29,84,38,Critical,Medium Risk,Medium,Medium Distance
48915,S24,1758,Air,4575,0.74,Peak,0.18,97,74,18,High,Low Risk,Very Long,Long Distance
48916,S14,585,Ship,2820,0.24,Monsoon,0.07,12,24,7,Normal,Low Risk,Short,Short Distance
48917,S23,1426,Air,2839,0.16,Normal,0.25,75,16,25,Normal,Medium Risk,Very Long,Medium Distance
48918,S9,1478,Train,972,0.9,Monsoon,0.6,38,90,60,Critical,High Risk,Long,Medium Distance
48919,S42,456,Air,4894,0.97,Monsoon,0.42,37,97,42,Critical,Medium Risk,Long,Short Distance
48920,S2,1816,Ship,4211,0.98,Monsoon,0.03,29,98,3,Critical,Low Risk,Medium,Long Distance
48921,S30,497,Air,3167,0.12,Peak,0.39,34,12,39,Normal,Medium Risk,Long,Short Distance
48922,S27,311,Truck,2132,0.13,Normal,0.29,11,13,29,Normal,Medium Risk,Short,Short Distance
48923,S9,953,Air,4515,0.41,Peak,0.18,57,41,18,Normal,Low Risk,Long,Medium Distance
48924,S39,910,Ship,4903,0.22,Normal,0.3,14,22,30,Normal,Medium Risk,Short,Medium Distance
48925,S38,890,Ship,2043,0.36,Monsoon,0.49,21,36,49,Normal,High Risk,Medium,Medium Distance
48926,S16,733,Air,4772,0.73,Peak,0.02,45,73,2,High,Low Risk,Long,Short Distance
48927,S21,1392,Train,4638,0.71,Monsoon,0.34,34,71,34,High,Medium Risk,Long,Medium Distance
48928,S39,1859,Train,1338,0.89,Peak,0.59,40,89,59,Critical,High Risk,Long,Long Distance
48929,S35,272,Train,4587,0.22,Monsoon,0.4,14,22,40,Normal,Medium Risk,Short,Short Distance
48930,S3,1565,Train,3844,0.68,Normal,0.52,34,68,52,High,High Risk,Long,Long Distance
48931,S43,403,Train,3263,0.53,Normal,0.58,17,53,58,Normal,High Risk,Medium,Short Distance
48932,S43,1688,Train,2087,0.28,Peak,0.32,34,28,32,Normal,Medium Risk,Long,Long Distance
48933,S9,244,Air,4130,0.74,Normal,0.21,19,74,21,High,Low Risk,Medium,Short Distance
48934,S26,1049,Train,110,0.59,Peak,0.45,27,59,45,Normal,High Risk,Medium,Medium Distance
48935,S29,155,Ship,3969,0.78,Monsoon,0.38,15,78,38,High,Medium Risk,Medium,Short Distance
48936,S2,689,Truck,4099,0.29,Monsoon,0.54,26,29,54,Normal,High Risk,Medium,Short Distance
48937,S19,99,Truck,3808,0.15,Peak,0.3,12,15,30,Normal,Medium Risk,Short,Short Distance
48938,S33,1995,Truck,2544,0.68,Monsoon,0.11,48,68,11,High,Low Risk,Long,Long Distance
48939,S4,907,Train,260,0.99,Normal,0.33,24,99,33,Critical,Medium Risk,Medium,Medium Distance
48940,S30,1136,Truck,3371,0.47,Normal,0,26,47,0,Normal,Low Risk,Medium,Medium Distance
48941,S40,1483,Ship,2345,0.79,Normal,0.21,24,79,21,High,Low Risk,Medium,Medium Distance
48942,S29,1829,Ship,2985,0.88,Peak,0.1,30,88,10,Critical,Low Risk,Long,Long Distance
48943,S50,950,Train,501,0.1,Normal,0.47,23,10,47,Normal,High Risk,Medium,Medium Distance
48944,S29,1779,Air,2822,0.27,Monsoon,0.19,98,27,19,Normal,Low Risk,Very Long,Long Distance
48945,S47,1881,Ship,4715,0.6,Normal,0.26,26,60,26,High,Medium Risk,Medium,Long Distance
48946,S7,1651,Air,1847,0.68,Normal,0.29,92,68,29,High,Medium Risk,Very Long,Long Distance
48947,S35,736,Air,3039,0.5,Monsoon,0.02,45,50,2,Normal,Low Risk,Long,Short Distance
48948,S13,1096,Ship,4464,0.38,Monsoon,0.16,18,38,16,Normal,Low Risk,Medium,Medium Distance
48949,S2,1505,Truck,4272,0.13,Normal,0.35,35,13,35,Normal,Medium Risk,Long,Long Distance
48950,S27,1866,Air,3661,0.82,Normal,0.5,103,82,50,Critical,High Risk,Very Long,Long Distance
48951,S26,1438,Air,1085,0.84,Normal,0.28,80,84,28,Critical,Medium Risk,Very Long,Medium Distance
48952,S23,1941,Truck,3493,0.92,Monsoon,0.33,53,92,33,Critical,Medium Risk,Long,Long Distance
48953,S48,188,Ship,4489,0.35,Monsoon,0.19,11,35,19,Normal,Low Risk,Short,Short Distance
48954,S14,1897,Ship,1107,0.31,Peak,0.21,28,31,21,Normal,Low Risk,Medium,Long Distance
48955,S36,1425,Truck,1464,0.47,Peak,0.07,36,47,7,Normal,Low Risk,Long,Medium Distance
48956,S5,1834,Truck,4898,0.84,Normal,0.31,45,84,31,Critical,Medium Risk,Long,Long Distance
48957,S23,1162,Air,3516,0.25,Peak,0.13,64,25,13,Normal,Low Risk,Very Long,Medium Distance
48958,S19,1454,Air,3745,0.34,Peak,0.43,83,34,43,Normal,Medium Risk,Very Long,Medium Distance
48959,S32,592,Air,2378,0.52,Peak,0.5,42,52,50,Normal,High Risk,Long,Short Distance
48960,S48,1956,Train,1988,0.49,Normal,0.05,35,49,5,Normal,Low Risk,Long,Long Distance
48961,S45,58,Train,68,0.74,Monsoon,0.23,13,74,23,High,Low Risk,Short,Short Distance
48962,S38,1997,Ship,144,0.17,Normal,0.05,26,17,5,Normal,Low Risk,Medium,Long Distance
48963,S23,1108,Ship,962,0.12,Normal,0.28,14,12,28,Normal,Medium Risk,Short,Medium Distance
48964,S4,884,Truck,1848,0.71,Monsoon,0.57,31,71,57,High,High Risk,Long,Medium Distance
48965,S34,1254,Air,2646,0.95,Peak,0.32,75,95,32,Critical,Medium Risk,Very Long,Medium Distance
48966,S23,1337,Truck,3768,0.87,Normal,0.33,37,87,33,Critical,Medium Risk,Long,Medium Distance
48967,S42,1192,Ship,2205,0.74,Monsoon,0.38,25,74,38,High,Medium Risk,Medium,Medium Distance
48968,S37,120,Air,237,0.17,Normal,0.02,11,17,2,Normal,Low Risk,Short,Short Distance
48969,S35,1364,Ship,4340,0.82,Monsoon,0.13,25,82,13,Critical,Low Risk,Medium,Medium Distance
48970,S31,1042,Air,2493,0.52,Monsoon,0.01,60,52,1,Normal,Low Risk,Very Long,Medium Distance
48971,S45,508,Air,1650,0.11,Peak,0.34,33,11,34,Normal,Medium Risk,Long,Short Distance
48972,S32,1842,Air,2762,0.94,Normal,0.43,104,94,43,Critical,Medium Risk,Very Long,Long Distance
48973,S16,1118,Truck,1164,0.22,Monsoon,0.54,34,22,54,Normal,High Risk,Long,Medium Distance
48974,S47,698,Ship,3600,0.25,Normal,0.3,14,25,30,Normal,Medium Risk,Short,Short Distance
48975,S40,790,Ship,2243,0.44,Normal,0.29,13,44,29,Normal,Medium Risk,Short,Medium Distance
48976,S34,1355,Ship,3007,0.39,Peak,0.15,21,39,15,Normal,Low Risk,Medium,Medium Distance
48977,S16,1480,Truck,2770,0.9,Normal,0.21,38,90,21,Critical,Low Risk,Long,Medium Distance
48978,S25,1494,Ship,4877,0.57,Peak,0.14,23,57,14,Normal,Low Risk,Medium,Medium Distance
48979,S22,1491,Air,77,0.47,Peak,0.43,86,47,43,Normal,Medium Risk,Very Long,Medium Distance
48980,S10,1603,Air,4527,0.51,Normal,0.03,87,51,3,Normal,Low Risk,Very Long,Long Distance
48981,S3,1872,Ship,1267,0.92,Monsoon,0.41,32,92,41,Critical,Medium Risk,Long,Long Distance
48982,S2,1974,Train,2830,0.73,Peak,0.02,37,73,2,High,Low Risk,Long,Long Distance
48983,S13,1939,Air,4897,0.48,Peak,0.27,106,48,27,Normal,Medium Risk,Very Long,Long Distance
48984,S46,1689,Train,3076,0.92,Monsoon,0.19,38,92,19,Critical,Low Risk,Long,Long Distance
48985,S16,582,Ship,1001,0.57,Normal,0.57,17,57,57,Normal,High Risk,Medium,Short Distance
48986,S28,164,Ship,1888,0.75,Normal,0.14,10,75,14,High,Low Risk,Short,Short Distance
48987,S36,55,Air,1334,0.41,Monsoon,0.32,13,41,32,Normal,Medium Risk,Short,Short Distance
48988,S27,773,Air,2928,0.24,Monsoon,0.25,47,24,25,Normal,Medium Risk,Long,Medium Distance
48989,S25,840,Truck,4919,0.17,Monsoon,0.01,23,17,1,Normal,Low Risk,Medium,Medium Distance
48990,S33,695,Ship,4970,0.4,Peak,0.56,19,40,56,Normal,High Risk,Medium,Short Distance
48991,S34,1076,Truck,3645,0.21,Peak,0.29,29,21,29,Normal,Medium Risk,Medium,Medium Distance
48992,S25,1222,Ship,2001,0.84,Monsoon,0.22,23,84,22,Critical,Low Risk,Medium,Medium Distance
48993,S11,833,Truck,906,0.98,Monsoon,0.13,29,98,13,Critical,Low Risk,Medium,Medium Distance
48994,S13,1078,Truck,1968,0.4,Monsoon,0.43,33,40,43,Normal,Medium Risk,Long,Medium Distance
48995,S1,55,Train,3506,0.75,Monsoon,0.24,11,75,24,High,Low Risk,Short,Short Distance
48996,S50,1425,Train,3770,0.76,Normal,0.56,33,76,56,High,High Risk,Long,Medium Distance
48997,S23,702,Air,4369,0.17,Monsoon,0.14,43,17,14,Normal,Low Risk,Long,Short Distance
48998,S2,696,Truck,600,0.29,Monsoon,0.04,22,29,4,Normal,Low Risk,Medium,Short Distance
48999,S38,669,Ship,4958,0.92,Monsoon,0.47,18,92,47,Critical,High Risk,Medium,Short Distance
49000,S25,1354,Air,798,0.92,Peak,0.58,81,92,58,Critical,High Risk,Very Long,Medium Distance
49001,S11,75,Train,2019,0.32,Peak,0.04,6,32,4,Normal,Low Risk,Short,Short Distance
49002,S27,1790,Truck,131,0.58,Normal,0.05,42,58,5,Normal,Low Risk,Long,Long Distance
49003,S50,913,Air,3617,0.83,Monsoon,0.35,57,83,35,Critical,Medium Risk,Long,Medium Distance
49004,S9,201,Truck,4690,0.33,Peak,0.5,15,33,50,Normal,High Risk,Medium,Short Distance
49005,S27,144,Air,866,0.54,Normal,0.44,17,54,44,Normal,Medium Risk,Medium,Short Distance
49006,S24,1137,Ship,4750,0.75,Peak,0.41,23,75,41,High,Medium Risk,Medium,Medium Distance
49007,S5,71,Train,2100,0.79,Normal,0.37,10,79,37,High,Medium Risk,Short,Short Distance
49008,S6,1683,Ship,2048,0.13,Normal,0.38,23,13,38,Normal,Medium Risk,Medium,Long Distance
49009,S25,1749,Truck,4506,0.79,Peak,0.4,47,79,40,High,Medium Risk,Long,Long Distance
49010,S26,925,Train,1249,0.71,Normal,0.39,24,71,39,High,Medium Risk,Medium,Medium Distance
49011,S9,319,Air,922,0.45,Monsoon,0.13,26,45,13,Normal,Low Risk,Medium,Short Distance
49012,S21,1035,Ship,799,0.14,Normal,0.36,18,14,36,Normal,Medium Risk,Medium,Medium Distance
49013,S26,866,Ship,3907,0.23,Monsoon,0.06,16,23,6,Normal,Low Risk,Medium,Medium Distance
49014,S17,1464,Air,3982,0.9,Monsoon,0.16,83,90,16,Critical,Low Risk,Very Long,Medium Distance
49015,S1,1706,Truck,2668,0.92,Normal,0.35,43,92,35,Critical,Medium Risk,Long,Long Distance
49016,S11,1739,Truck,2580,0.3,Normal,0.08,39,30,8,Normal,Low Risk,Long,Long Distance
49017,S45,1414,Ship,530,0.26,Normal,0.57,24,26,57,Normal,High Risk,Medium,Medium Distance
49018,S19,1729,Ship,1415,0.22,Normal,0.49,25,22,49,Normal,High Risk,Medium,Long Distance
49019,S30,1009,Ship,4716,0.81,Monsoon,0.07,19,81,7,Critical,Low Risk,Medium,Medium Distance
49020,S1,1115,Air,3991,0.89,Monsoon,0.21,69,89,21,Critical,Low Risk,Very Long,Medium Distance
49021,S50,152,Truck,1948,0.56,Normal,0.56,14,56,56,Normal,High Risk,Short,Short Distance
49022,S37,519,Air,2637,0.28,Normal,0.31,34,28,31,Normal,Medium Risk,Long,Short Distance
49023,S40,1836,Truck,4395,0.78,Peak,0.47,49,78,47,High,High Risk,Long,Long Distance
49024,S44,685,Train,1156,0.65,Normal,0.14,16,65,14,High,Low Risk,Medium,Short Distance
49025,S14,601,Truck,2450,0.19,Monsoon,0.53,21,19,53,Normal,High Risk,Medium,Short Distance
49026,S47,1097,Air,265,0.31,Monsoon,0.05,61,31,5,Normal,Low Risk,Very Long,Medium Distance
49027,S32,1607,Truck,2842,0.71,Peak,0.5,45,71,50,High,High Risk,Long,Long Distance
49028,S3,1548,Ship,3758,0.2,Peak,0.25,22,20,25,Normal,Medium Risk,Medium,Long Distance
49029,S14,1980,Truck,2580,0.41,Monsoon,0.08,47,41,8,Normal,Low Risk,Long,Long Distance
49030,S4,1380,Ship,1568,0.97,Normal,0.14,20,97,14,Critical,Low Risk,Medium,Medium Distance
49031,S49,1700,Train,2396,0.32,Normal,0.32,32,32,32,Normal,Medium Risk,Long,Long Distance
49032,S8,714,Train,2009,0.19,Normal,0.14,15,19,14,Normal,Low Risk,Medium,Short Distance
49033,S21,252,Truck,3797,0.81,Monsoon,0.43,18,81,43,Critical,Medium Risk,Medium,Short Distance
49034,S33,1565,Ship,951,0.59,Monsoon,0.03,24,59,3,Normal,Low Risk,Medium,Long Distance
49035,S41,855,Ship,1669,0.57,Monsoon,0.1,18,57,10,Normal,Low Risk,Medium,Medium Distance
49036,S12,1707,Train,109,0.89,Normal,0.16,33,89,16,Critical,Low Risk,Long,Long Distance
49037,S29,496,Ship,3990,0.82,Normal,0.2,13,82,20,Critical,Low Risk,Short,Short Distance
49038,S8,1849,Train,1178,0.82,Monsoon,0.44,41,82,44,Critical,Medium Risk,Long,Long Distance
49039,S16,1797,Truck,3770,0.69,Monsoon,0.31,49,69,31,High,Medium Risk,Long,Long Distance
49040,S2,580,Air,4810,0.65,Normal,0.54,41,65,54,High,High Risk,Long,Short Distance
49041,S19,978,Air,1197,0.19,Peak,0.03,55,19,3,Normal,Low Risk,Long,Medium Distance
49042,S14,664,Ship,2547,0.34,Monsoon,0.49,18,34,49,Normal,High Risk,Medium,Short Distance
49043,S22,252,Truck,2301,0.77,Peak,0.57,19,77,57,High,High Risk,Medium,Short Distance
49044,S48,58,Ship,222,0.36,Normal,0.29,6,36,29,Normal,Medium Risk,Short,Short Distance
49045,S28,1570,Truck,1094,1,Peak,0.31,43,100,31,Critical,Medium Risk,Long,Long Distance
